,diapostagem,hora,nomeBike,precoBike,cidade,bairro,urlBike
17,25 nov,15:01,Monark 10 aro 27 aceito MTB aro 26,590.0,Curitiba, Xaxim - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/monark-10-aro-27-aceito-mtb-aro-26-961433715
18,24 nov,23:42,Bicicleta bike FIXA SINGLE (flip-flop),1500.0,Maringá, Zona 07 - DDD 44,https://pr.olx.com.br/regiao-de-maringa/ciclismo/bicicleta-bike-fixa-single-flip-flop-961158605
19,24 nov,20:50,Fixa ( caixinha ),750.0,Curitiba, Novo Mundo - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/fixa-caixinha-961108053
20,23 nov,22:38,Peugeot 10 Single Speed,1899.0,Quatro Barras - DDD 41, ,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/peugeot-10-single-speed-960668496
21,23 nov,14:19,Bicicleta Praiera Quadro Caloi 10 Single linda pode Fazer Fixa,990.0,Curitiba, Água Verde - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-praiera-quadro-caloi-10-single-linda-pode-fazer-fixa-960420009
22,19 nov,20:37,Bike single/ fixa vendo ou troco,2400.0,Paranaguá, Eldorado - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bike-single-fixa-vendo-ou-troco-959069453
23,18 nov,19:59,"Bike GIANT aro 26 CARBONO e alumínio sub 10,,",2580.0,Piraquara, Jardim Primavera - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bike-giant-aro-26-carbono-e-aluminio-sub-10-958561988
24,17 nov,14:04,Bicicleta MTB Oggi 7.6 2020 ,9500.0,Alto Paraná - DDD 44, ,https://pr.olx.com.br/regiao-de-maringa/ciclismo/bicicleta-mtb-oggi-7-6-2020-957922039
25,15 nov,12:17,Vikingx warrior perfeita ,1200.0,Colombo, Maracanã - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/vikingx-warrior-perfeita-957014552
26,,,,,,,
27,14 nov,20:03,"Cubo Yamada Novo Roda Fixa / Single Speed, com pinhão fixo e catraca livre",135.0,Curitiba, Centro - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/cubo-yamada-novo-roda-fixa-single-speed-com-pinhao-fixo-e-catraca-livre-956857798
28,13 nov,22:31,Bicicleta ABSOLUTE WILD 12V  ,3900.0,Campo Largo, Centro - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-absolute-wild-12v-948336972
29,10 nov,21:51,Bicicleta aro 29,950.0,Curitiba, Sítio Cercado - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-955339860
30,10 nov,10:50,Bicicleta Soul Sl329 Sram sx 12v Nova ,6490.0,Toledo, Centro - DDD 45,https://pr.olx.com.br/regiao-de-foz-do-iguacu-e-cascavel/ciclismo/bicicleta-soul-sl329-sram-sx-12v-nova-955083109
31,9 nov,11:06,"Bicicleta Btwin Riverside 520 L19""",1600.0,Curitiba, Bigorrilho - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-btwin-riverside-520-l19-941298513
32,8 nov,21:31,BIKE DOWNHILL 26,1700.0,Ponta Grossa, Nova Rússia - DDD 42,https://pr.olx.com.br/regiao-de-ponta-grossa-e-guarapuava/ciclismo/bike-downhill-26-934518598
33,8 nov,13:46,Bike KIT xt/slx,7500.0,Maringá, Jardim Rebouças - DDD 44,https://pr.olx.com.br/regiao-de-maringa/ciclismo/bike-kit-xt-slx-954139251
34,8 nov,10:53,Tsw Evo Quest 29 carbono Nova Shimano SLX RockShox L19 ,13200.0,Curitiba, Bigorrilho - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/tsw-evo-quest-29-carbono-nova-shimano-slx-rockshox-l19-940842385
35,7 nov,16:08,bike aro 26 specialized hardrock,1650.0,Curitiba, Portão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bike-aro-26-specialized-hardrock-953839708
36,7 nov,10:05,Caloi 10 single muito nova,1500.0,Maringá, Jardim Paris - DDD 44,https://pr.olx.com.br/regiao-de-maringa/ciclismo/caloi-10-single-muito-nova-953737059
37,,,,,,,
0,Hoje,15:59,Bicicleta aro 20,180.0,Colombo, Rio Verde - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-20-965781968
1,Hoje,15:46,Bicicleta aro 16 ,150.0,Colombo, Rio Verde - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-16-965777281
2,,,,,,,
3,,,,,,,
4,Hoje,12:40,"Cadeirinha Dianteira Infantil - a partir de R$ 59,00 - Todos os Modelos Pronta Entrega!!!",59.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/cadeirinha-dianteira-infantil-a-partir-de-r-59-00-todos-os-modelos-pronta-entrega-958643913
5,Hoje,10:19,Bike Caloi Aro 26 Yellow Completa Montada - A Pronta Entrega!!!,749.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bike-caloi-aro-26-yellow-completa-montada-a-pronta-entrega-958645007
6,Ontem,22:31,Led sinalizador 120 lumens ,38.0,Curitiba, Uberaba - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/led-sinalizador-120-lumens-957919295
7,,,,,,,
8,Ontem,17:31,Bike fixa quadro auto ,790.0,Curitiba, Capão Raso - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bike-fixa-quadro-auto-962975974
9,Ontem,12:26,Lanterna Para Bike Recarregável via Usb Aprova d'água Com Buzina + Brinde,59.0,São José dos Pinhais, Pedro Moro - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/lanterna-para-bike-recarregavel-via-usb-aprova-d-agua-com-buzina-brinde-964865588
10,Ontem,10:09,Suportes para Bike e Garrafas Térmicas - Vários Modelos e Cores - À Pronta Entrega !!!,15.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/suportes-para-bike-e-garrafas-termicas-varios-modelos-e-cores--pronta-entrega-894916084
11,Ontem,09:59,Acessórios para Bike a pronta entrega - Bicicleta / Ciclismo!!!,30.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/acessorios-para-bike-a-pronta-entrega-bicicleta-ciclismo-874345898
12,Ontem,07:39,Bicicleta aro 26 revisada 18V,200.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-26-revisada-18v-965318687
13,,,,,,,
14,4 dez,23:03,Bolsa Para Bike Vários Modelos - À Pronta Entrega !!!,50.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bolsa-para-bike-varios-modelos--pronta-entrega-874344333
15,4 dez,21:31,Rolo De Treino Ciclismo Absolute Wild 5 Fixo Magnético Pro,480.0,Curitiba, Portão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/rolo-de-treino-ciclismo-absolute-wild-5-fixo-magnetico-pro-945399477
16,4 dez,18:43,Bike fixa vicinitech pista NOVA,2950.0,Curitiba, Portão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bike-fixa-vicinitech-pista-nova-965242093
17,4 dez,17:37,Bicicleta Scotland Aro 29 New Race 21vel Shimano Freio a Disco - Lançamento,1999.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-scotland-aro-29-new-race-21vel-shimano-freio-a-disco-lancamento-965226422
18,4 dez,16:17,Bagageiro Bicicleta Garupa Traseiro Kalf Aro 26/29 + Assento,169.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bagageiro-bicicleta-garupa-traseiro-kalf-aro-26-29-assento-965203042
19,4 dez,16:10,Rolo Treino Dobravel compativel com Aro 26/27.5/29 Mtb Speed,299.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/rolo-treino-dobravel-compativel-com-aro-26-27-5-29-mtb-speed-965201617
20,4 dez,15:45,Bicicleta GTS Feminina Aro 29 RIDE 21v Marchas Com Freio a Disco,1999.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-gts-feminina-aro-29-ride-21v-marchas-com-freio-a-disco-965196220
21,4 dez,15:39,Bicicleta South Aro 29 Freio a Disco 21V Cambio Shimano,1499.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-south-aro-29-freio-a-disco-21v-cambio-shimano-965195052
22,4 dez,15:37,Bicicleta Aro 29 GTS Ivtec Freio a Disco Hidráulico 18V K7 11/40D 2x9V Exclusiva,2599.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-gts-ivtec-freio-a-disco-hidraulico-18v-k7-11-40d-2x9v-exclusiva-965194497
23,4 dez,15:32,Bicicleta Aro 29 Scotland 21V Shimano Freio Trava Suspensão,2499.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-scotland-21v-shimano-freio-trava-suspensao-965193648
24,4 dez,13:21,Kit Ferramentas Bike Chaves Remendo Reparo Pneu Bolsa Quadro,55.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/kit-ferramentas-bike-chaves-remendo-reparo-pneu-bolsa-quadro-965154862
25,4 dez,12:21,Bicicleta giant allegre fixa,1700.0,Curitiba, Campo Comprido - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-giant-allegre-fixa-965136100
26,,,,,,,
27,4 dez,12:02,Bicicleta Aro 29 Absolute Wild 18V 11/40D 2x9V Freio a Disco Hidráulico,2599.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-absolute-wild-18v-11-40d-2x9v-freio-a-disco-hidraulico-965127402
28,4 dez,10:31,Kit Par Pneu Bike Aro 26 Excess Ou Praeiro Mtb + Câmara 26 Mtb Bico Grosso,135.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/kit-par-pneu-bike-aro-26-excess-ou-praeiro-mtb-camara-26-mtb-bico-grosso-965094488
29,4 dez,10:28,Bagageiro Bicicleta Garupa Traseiro Kalf Aro 26/29 + Assento,169.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bagageiro-bicicleta-garupa-traseiro-kalf-aro-26-29-assento-965093527
30,4 dez,10:26,Rolo Treino Dobravel compativel com Aro 26/27.5/29 Mtb Speed,299.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/rolo-treino-dobravel-compativel-com-aro-26-27-5-29-mtb-speed-965092832
31,4 dez,10:23,Bicicleta Scotland Aro 29 New Race 21vel Shimano Freio a Disco - Lançamento,1999.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-scotland-aro-29-new-race-21vel-shimano-freio-a-disco-lancamento-965092049
32,4 dez,10:07,Bicicleta Aro 29 Feminina Scotland 21 Vel Câmbios Shimano Rosa,1798.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-feminina-scotland-21-vel-cambios-shimano-rosa-965085111
33,4 dez,09:57,Bicicleta Aro 29 Scotland 21V Câmbios Shimano Freio a Disco Verde,1799.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-scotland-21v-cambios-shimano-freio-a-disco-verde-965079968
34,4 dez,09:53,Bicicleta GTS Feminina Aro 29 RIDE 21v Marchas Com Freio a Disco,1999.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-gts-feminina-aro-29-ride-21v-marchas-com-freio-a-disco-965078909
35,4 dez,09:36,Bicicleta Aro 29 GTS Ivtec Freio a Disco Hidráulico 18V K7 11/40D 2x9V Exclusiva,2599.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-gts-ivtec-freio-a-disco-hidraulico-18v-k7-11-40d-2x9v-exclusiva-965074667
36,3 dez,23:09,Mala bike Shimano Pro - Top demais - fixa gancheira e DESMONTÁVEL ,3300.0,Curitiba, Mossunguê - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/mala-bike-shimano-pro-top-demais-fixa-gancheira-e-desmontavel-965007314
37,,,,,,,
38,3 dez,15:59,Luzes Para Bike - Lanternas/Sinalização Dupla a pronta entrega - Bicicleta / Ciclismo!!!,30.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/luzes-para-bike-lanternas-sinalizacao-dupla-a-pronta-entrega-bicicleta-ciclismo-874344271
39,3 dez,15:58,Suporte de Manutenção Nero Robusto 360 - A pronta entrega - bicicleta/suporte!!!,399.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/suporte-de-manutencao-nero-robusto-360-a-pronta-entrega-bicicleta-suporte-958645039
40,2 dez,23:31,Bicicleta Aro 29 Scotland 21V Câmbios Shimano Freio a Disco +  Brinde,1798.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-scotland-21v-cambios-shimano-freio-a-disco-brinde-934803364
41,2 dez,22:23,"Cadeirinha Infantil Traseira e Bagageiros - a partir de 130,00 -  a pronta entrega!!!",130.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/cadeirinha-infantil-traseira-e-bagageiros-a-partir-de-130-00-a-pronta-entrega-958644136
42,2 dez,20:01,Kit Farol E Lanterna De Bike 300 Lúmens Recarregável Usb,45.0,Curitiba, Cidade Industrial - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/kit-farol-e-lanterna-de-bike-300-lumens-recarregavel-usb-944562782
43,2 dez,16:01,Suporte Transbike 3 bikes p/ Engate - Rabicho,290.0,Londrina, Jardim Agari - DDD 43,https://pr.olx.com.br/regiao-de-londrina/ciclismo/suporte-transbike-3-bikes-p-engate-rabicho-964430642
44,2 dez,14:50,"Bicicletário de Vários Modelos - De 1 a 5 bikes - Apartir de R$ 39,00!!!",39.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicletario-de-varios-modelos-de-1-a-5-bikes-apartir-de-r-39-00-958644536
45,2 dez,12:06,Rolo De Treino Ciclismo Absolute Wild 5 Fixo Magnético Pro,500.0,Maringá, Vila Marumby - DDD 44,https://pr.olx.com.br/regiao-de-maringa/ciclismo/rolo-de-treino-ciclismo-absolute-wild-5-fixo-magnetico-pro-964284114
46,2 dez,11:48,aBicicleta Aro 29 Scotland 21V Câmbios Shimano Freio a Disco +  Brinde,1797.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/abicicleta-aro-29-scotland-21v-cambios-shimano-freio-a-disco-brinde-932255020
47,2 dez,11:30,Bicicleta Aro 29 Scotland 21V Câmbios Shimano Freio a Disco + Brinde,1798.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-scotland-21v-cambios-shimano-freio-a-disco-brinde-926916316
48,2 dez,11:19,Bicicleta Aro 29 Absolute 18V Wild Cabeamento Interno Freio a Disco Hidráulico,2699.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-absolute-18v-wild-cabeamento-interno-freio-a-disco-hidraulico-964258518
49,2 dez,11:17,Bicicleta Aro 29 Absolute Wild Trilha 18V Com K7 11/40D Freio a Disco Hidráulico,2699.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-absolute-wild-trilha-18v-com-k7-11-40d-freio-a-disco-hidraulico-964257314
50,2 dez,11:15,Bicicleta Aro 29 Absolute Wild 18V 11/40D 2x9V Freio a Disco Hidráulico,2699.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-absolute-wild-18v-11-40d-2x9v-freio-a-disco-hidraulico-964256153
51,2 dez,11:13,Bicicleta Scotland Aro 29 New Race 21V Shimano Freio a Disco - Lançamento,1999.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-scotland-aro-29-new-race-21v-shimano-freio-a-disco-lancamento-964254410
52,2 dez,11:06,Bagageiro Bicicleta Garupa Traseiro Kalf Aro 26/29 + Assento,159.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bagageiro-bicicleta-garupa-traseiro-kalf-aro-26-29-assento-964250021
53,2 dez,11:00,Bicicleta Aro 29 GTS Ride com 21 Velocidades / Freio a Disco ,1499.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-gts-ride-com-21-velocidades-freio-a-disco-964244489
54,2 dez,10:54,Bicicleta Feminina GTA 21V Aro 29 Freio a Disco e Suspensão,1499.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-feminina-gta-21v-aro-29-freio-a-disco-e-suspensao-964241733
55,2 dez,10:37,Bicicleta GTS Feminina Aro 29 New 21v Marchas Com Freio a Disco - Lançamento,1799.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-gts-feminina-aro-29-new-21v-marchas-com-freio-a-disco-lancamento-964230466
56,2 dez,10:25,Bicicleta GTS Feminina Aro 29 RIDE 21v Marchas Com Freio a Disco,1899.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-gts-feminina-aro-29-ride-21v-marchas-com-freio-a-disco-964225707
57,2 dez,10:21,Bicicleta Aro 29 Scotland 21V Câmbios Shimano Freio a Disco e + Brinde,1796.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-scotland-21v-cambios-shimano-freio-a-disco-e-brinde-930837064
58,,,,,,,
59,,,,,,,
60,2 dez,10:20,Bicicleta Aro 29 NEW Race Scotland 21V Shimano Freio a Disco,1999.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-new-race-scotland-21v-shimano-freio-a-disco-939058044
61,2 dez,10:20,Bicicleta Aro 29 Scotland New Race 24V Freio Hidráulico Suspensão Com trava,2299.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-scotland-new-race-24v-freio-hidraulico-suspensao-com-trava-942829928
62,2 dez,10:18,Bicicleta Aro 29 GTS Ivtec 2x9V Freio a Disco Hidráulico Trava Suspenção,2699.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-gts-ivtec-2x9v-freio-a-disco-hidraulico-trava-suspencao-964222240
63,,,,,,,
64,1 dez,21:31,"Suporte de Parede Pé de Vela Universal - Gancho e Plataforma - Apartir de R$ 49,00!!!",49.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/suporte-de-parede-pe-de-vela-universal-gancho-e-plataforma-apartir-de-r-49-00-958644835
65,1 dez,15:41,Capacetes Vários Modelos e Cores à Pronta Entrega - Bicicleta / Ciclismo!!!,95.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/capacetes-varios-modelos-e-cores-a-pronta-entrega-bicicleta-ciclismo-874344048
66,1 dez,13:31,Bike fixa pista Vicinitech Pista V1 TAM 53,2900.0,Curitiba, Juvevê - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bike-fixa-pista-vicinitech-pista-v1-tam-53-955705441
67,1 dez,06:22,Suporte de chão para bike,60.0,Curitiba, Novo Mundo - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/suporte-de-chao-para-bike-963639694
68,30 nov,21:26,mtb Groove riff 90 Aro 29 + rolo treino gts,5500.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/mtb-groove-riff-90-aro-29-rolo-treino-gts-963508916
69,,,,,,,
70,30 nov,19:42,Rolo de Exercício Fixo - bicicleta/suporte!!!,179.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/rolo-de-exercicio-fixo-bicicleta-suporte-958643047
71,30 nov,16:53,Bicicleta Fat Bike Aro 26 Pneus 4.0 11v Deore Vermelha/Preta - Redstone,6500.0,Londrina, Jardim Agari - DDD 43,https://pr.olx.com.br/regiao-de-londrina/ciclismo/bicicleta-fat-bike-aro-26-pneus-4-0-11v-deore-vermelha-preta-redstone-963399474
72,30 nov,16:45,Bicicleta Fat Bike Aro 26 Pneus 4.0 12v Amarela Tm16 - Redstone,5200.0,Londrina, Jardim Agari - DDD 43,https://pr.olx.com.br/regiao-de-londrina/ciclismo/bicicleta-fat-bike-aro-26-pneus-4-0-12v-amarela-tm16-redstone-963393881
73,30 nov,16:38,Sinalizador Traseiro DC 918 Recarregavel USB,30.0,Londrina, Jardim Agari - DDD 43,https://pr.olx.com.br/regiao-de-londrina/ciclismo/sinalizador-traseiro-dc-918-recarregavel-usb-963391376
74,30 nov,15:08,Bike south ,3100.0,Curitiba, Cidade Industrial - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bike-south-963347495
75,30 nov,13:22,Vendo ou troco bike fixa. Pneu maciço. ,1600.0,São José dos Pinhais, Parque da Fonte - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/vendo-ou-troco-bike-fixa-pneu-macico-963298580
76,30 nov,12:31,"Suporte de Parede e Teto Vários Modelos - Apartir de R$ 15,00 - bicicleta/suporte!!!",15.0,Curitiba, Boqueirão - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/suporte-de-parede-e-teto-varios-modelos-apartir-de-r-15-00-bicicleta-suporte-958644665
77,30 nov,11:45,Bike fixa ,1800.0,Curitiba, Guabirotuba - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bike-fixa-963245112
78,30 nov,09:10,Absolute Suporte Celular,80.0,Curitiba, Centro Cívico - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/absolute-suporte-celular-963167750
79,,,,,,,
80,26 nov,18:18,Bicicleta vicinitech pista v7,3200.0,Curitiba, Fazendinha - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-vicinitech-pista-v7-961966138
81,25 nov,23:57,Combo Farol e Lanterna Para Bicicleta Recarregável Sinalizador Luatek Nova na Caixa,100.0,Curitiba, Vila Izabel - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/combo-farol-e-lanterna-para-bicicleta-recarregavel-sinalizador-luatek-nova-na-caixa-868828523
82,,,,,,,
83,25 nov,23:49,Combo Lanterna e Farol Para Bicicleta Recarregável Sinalizador Luatek Nova na Caixa,90.0,Curitiba, Vila Izabel - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/combo-lanterna-e-farol-para-bicicleta-recarregavel-sinalizador-luatek-nova-na-caixa-868689140
84,25 nov,21:41,Lanterna Traseira Bike Bicicleta Recarregável 2 Cores Luatek Nova na Embalagem,40.0,Curitiba, Vila Izabel - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/lanterna-traseira-bike-bicicleta-recarregavel-2-cores-luatek-nova-na-embalagem-868018705
85,25 nov,21:02,Torro Peças de Bike - leia o anúncio.,70.0,Curitiba, Jardim Botânico - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/torro-pecas-de-bike-leia-o-anuncio-961582296
86,25 nov,15:46,Velocimetro gps absolute bike novo,199.0,São José dos Pinhais, Centro - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/velocimetro-gps-absolute-bike-novo-961457355
87,25 nov,14:41,Bike Fixa,2700.0,São José dos Pinhais, Braga - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bike-fixa-961420773
88,24 nov,23:42,Bicicleta bike FIXA SINGLE (flip-flop),1500.0,Maringá, Zona 07 - DDD 44,https://pr.olx.com.br/regiao-de-maringa/ciclismo/bicicleta-bike-fixa-single-flip-flop-961158605
89,24 nov,18:15,Cinta para Fixação de Bike em Rack Transbike Centro Curitiba,18.0,Curitiba, Centro - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/cinta-para-fixacao-de-bike-em-rack-transbike-centro-curitiba-961054005
90,24 nov,14:01,Bicicleta Aro 29 Scotland 21V Câmbios Shimano Freio a Disco + Brinde,1796.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-scotland-21v-cambios-shimano-freio-a-disco-brinde-929692718
91,24 nov,13:31,Bicicleta Aro 29 Scotland 21V Câmbios Shimano Freio a Disco e + Brinde,1797.0,Curitiba, Cajuru - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bicicleta-aro-29-scotland-21v-cambios-shimano-freio-a-disco-e-brinde-938863982
92,24 nov,11:01,Bike Fixa - Akira Cubo Shimano,4600.0,Curitiba, Cristo Rei - DDD 41,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/bike-fixa-akira-cubo-shimano-960824571
93,,,,,,,
94,23 nov,22:38,Peugeot 10 Single Speed,1899.0,Quatro Barras - DDD 41, ,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/peugeot-10-single-speed-960668496
